年月日,観客数,勝敗,対戦相手,先発投手,試合時間,球場,年,月,日,曜日,降水量の合計(mm),平均気温(℃),スコア(ホーム),スコア(相手),スコア(合計),スコア(差),直前試合のスコア(ホーム),直前試合のスコア(相手),直前試合のスコア(合計),直前試合のスコア(差),直前試合の勝敗,月別平均観客数,日別平均観客数
2014/4/9,10260,○,ソフトバンク,野上,202,西武ドーム,2014,4,9,水,0.0,13.2,6,3,9,3,3,4,7,-1,●,17693.64,18510.93
2014/4/10,9875,●,ソフトバンク,その他,211,西武ドーム,2014,4,10,木,0.0,14.0,3,13,16,-10,6,3,9,3,○,17693.64,17777.52
2014/4/15,17880,●,ロッテ,牧田,180,大宮,2014,4,15,火,0.0,14.2,2,3,5,-1,3,13,16,-10,●,17693.64,21160.21
2014/4/16,11727,●,ロッテ,野上,185,西武ドーム,2014,4,16,水,0.0,15.7,2,6,8,-4,2,3,5,-1,●,17693.64,20196.04
2014/4/17,10743,○,ロッテ,その他,224,西武ドーム,2014,4,17,木,0.0,15.0,13,4,17,9,2,6,8,-4,●,17693.64,20806.97
2014/4/18,10381,●,オリックス,岸,235,西武ドーム,2014,4,18,金,4.5,9.8,1,2,3,-1,13,4,17,9,○,17693.64,19713.64
2014/4/19,23152,○,オリックス,菊池,204,西武ドーム,2014,4,19,土,0.5,10.0,6,3,9,3,1,2,3,-1,●,17693.64,19628.91
2014/4/20,25814,●,オリックス,その他,184,西武ドーム,2014,4,20,日,0.5,8.9,1,2,3,-1,6,3,9,3,○,17693.64,20765.17
2014/4/29,27849,○,日本ハム,牧田,168,西武ドーム,2014,4,29,火,0.0,16.0,4,1,5,3,1,2,3,-1,●,17693.64,22562.68
2014/4/30,11901,●,日本ハム,野上,211,西武ドーム,2014,4,30,水,19.5,15.0,2,3,5,-1,4,1,5,3,○,17693.64,21898.1
2014/5/1,13178,●,日本ハム,その他,228,西武ドーム,2014,5,1,木,2.0,18.7,5,9,14,-4,2,3,5,-1,●,22741.88,22001.45
2014/5/5,32005,●,楽天,牧田,178,西武ドーム,2014,5,5,月,0.0,15.9,0,5,5,-5,5,9,14,-4,●,22741.88,23356.53
2014/5/6,27686,○,楽天,野上,186,西武ドーム,2014,5,6,火,0.5,12.7,4,1,5,3,0,5,5,-5,●,22741.88,19710.77
2014/5/20,29720,●,巨人,牧田,188,西武ドーム,2014,5,20,火,0.0,19.9,1,9,10,-8,4,1,5,3,○,22741.88,20765.17
2014/5/21,29297,●,巨人,菊池,230,西武ドーム,2014,5,21,水,39.0,16.0,3,4,7,-1,1,9,10,-8,●,22741.88,20805.45
2014/5/23,14690,●,ヤクルト,野上,194,西武ドーム,2014,5,23,金,0.0,16.7,4,8,12,-4,3,4,7,-1,●,22741.88,21263.5
2014/5/24,30476,○,ヤクルト,岸,212,西武ドーム,2014,5,24,土,0.0,19.0,12,8,20,4,4,8,12,-4,●,22741.88,18457.52
2014/5/31,27047,○,中日,岸,176,西武ドーム,2014,5,31,土,0.0,24.1,5,1,6,4,12,8,20,4,○,22741.88,21679.45
2014/6/1,28551,●,中日,野上,212,西武ドーム,2014,6,1,日,0.0,25.1,4,8,12,-4,5,1,6,4,○,22359.4,22001.45
2014/6/3,14024,●,DeNA,十亀,170,西武ドーム,2014,6,3,火,0.0,22.5,2,5,7,-3,4,8,12,-4,●,22359.4,21970.81
2014/6/4,14892,○,DeNA,牧田,159,西武ドーム,2014,6,4,水,0.0,22.7,1,0,1,1,2,5,7,-3,●,22359.4,22697.37
2014/6/12,19763,○,広島,牧田,179,西武ドーム,2014,6,12,木,34.0,20.5,5,4,9,1,1,0,1,1,○,22359.4,20345.97
2014/6/13,26737,○,広島,その他,179,西武ドーム,2014,6,13,金,4.5,22.1,7,0,7,7,5,4,9,1,○,22359.4,19970.56
2014/6/14,33851,○,阪神,菊池,159,西武ドーム,2014,6,14,土,0.0,22.3,3,2,5,1,7,0,7,7,○,22359.4,20046.41
2014/6/15,33901,●,阪神,野上,195,西武ドーム,2014,6,15,日,0.0,22.7,1,8,9,-7,3,2,5,1,○,22359.4,21160.21
2014/6/27,18749,○,ソフトバンク,牧田,161,西武ドーム,2014,6,27,金,0.5,22.4,3,1,4,2,1,8,9,-7,●,22359.4,21138.49
2014/6/28,31447,○,ソフトバンク,野上,200,西武ドーム,2014,6,28,土,17.0,21.0,8,6,14,2,3,1,4,2,○,22359.4,20998.5
2014/6/29,30674,●,ソフトバンク,十亀,193,西武ドーム,2014,6,29,日,46.0,22.0,3,7,10,-4,8,6,14,2,○,22359.4,22562.68
2014/7/1,11926,●,日本ハム,岸,208,西武ドーム,2014,7,1,火,0.0,23.6,2,4,6,-2,3,7,10,-4,●,19106.44,22001.45
2014/7/2,16744,○,日本ハム,菊池,251,西武ドーム,2014,7,2,水,0.0,24.2,6,5,11,1,2,4,6,-2,●,19106.44,20570.03
2014/7/3,17095,●,日本ハム,その他,226,大宮,2014,7,3,木,1.0,22.9,3,8,11,-5,6,5,11,1,○,19106.44,21970.81
2014/7/8,11537,○,ロッテ,岸,249,西武ドーム,2014,7,8,火,0.0,24.7,5,4,9,1,3,8,11,-5,●,19106.44,17143.54
2014/7/9,11425,○,ロッテ,その他,197,西武ドーム,2014,7,9,水,10.5,22.3,10,5,15,5,5,4,9,1,○,19106.44,18510.93
2014/7/10,9816,●,ロッテ,その他,218,西武ドーム,2014,7,10,木,1.0,24.4,6,7,13,-1,10,5,15,5,○,19106.44,17777.52
2014/7/11,11982,○,オリックス,その他,251,西武ドーム,2014,7,11,金,0.5,27.5,2,1,3,1,6,7,13,-1,●,19106.44,21121.18
2014/7/12,25933,●,オリックス,牧田,232,西武ドーム,2014,7,12,土,6.0,26.6,2,3,5,-1,2,1,3,1,○,19106.44,20345.97
2014/7/13,23806,○,オリックス,菊池,231,西武ドーム,2014,7,13,日,0.0,24.5,6,5,11,1,2,3,5,-1,●,19106.44,19970.56
2014/7/21,22951,●,楽天,牧田,233,西武ドーム,2014,7,21,月,0.0,23.7,8,9,17,-1,6,5,11,1,○,19106.44,20805.45
2014/7/22,14041,○,楽天,菊池,182,西武ドーム,2014,7,22,火,0.0,26.1,2,0,2,2,8,9,17,-1,●,19106.44,19673.16
2014/7/23,14423,○,楽天,その他,234,西武ドーム,2014,7,23,水,0.0,27.4,2,1,3,1,2,0,2,2,○,19106.44,21263.5
2014/7/25,19222,●,ロッテ,その他,198,西武ドーム,2014,7,25,金,0.0,28.8,2,3,5,-1,2,1,3,1,○,19106.44,19019.58
2014/7/26,28994,○,ロッテ,その他,202,西武ドーム,2014,7,26,土,0.0,29.0,5,3,8,2,2,3,5,-1,●,19106.44,19753.74
2014/7/27,25968,●,ロッテ,岸,203,西武ドーム,2014,7,27,日,15.5,28.0,3,5,8,-2,5,3,8,2,○,19106.44,21138.49
2014/8/5,14104,●,ソフトバンク,牧田,207,西武ドーム,2014,8,5,火,0.0,31.0,3,11,14,-8,3,5,8,-2,●,20720.23,23356.53
2014/8/6,14245,●,ソフトバンク,菊池,202,西武ドーム,2014,8,6,水,0.0,30.7,1,8,9,-7,3,11,14,-8,●,20720.23,19710.77
2014/8/7,17964,●,ソフトバンク,その他,191,大宮,2014,8,7,木,0.0,29.0,1,2,3,-1,1,8,9,-7,●,20720.23,18786.29
2014/8/12,17905,●,オリックス,牧田,278,西武ドーム,2014,8,12,火,6.0,23.0,4,7,11,-3,1,2,3,-1,●,20720.23,20345.97
2014/8/13,17982,△,オリックス,菊池,236,西武ドーム,2014,8,13,水,0.0,24.3,0,0,0,0,4,7,11,-3,●,20720.23,19970.56
2014/8/14,17879,●,オリックス,その他,235,西武ドーム,2014,8,14,木,3.5,25.1,4,9,13,-5,0,0,0,0,△,20720.23,20046.41
2014/8/15,22407,○,日本ハム,野上,180,西武ドーム,2014,8,15,金,0.0,28.1,3,1,4,2,4,9,13,-5,●,20720.23,21160.21
2014/8/16,28374,△,日本ハム,その他,348,西武ドーム,2014,8,16,土,2.0,25.7,8,8,16,0,3,1,4,2,○,20720.23,20196.04
2014/8/17,28544,△,日本ハム,その他,314,西武ドーム,2014,8,17,日,0.0,23.8,3,3,6,0,8,8,16,0,△,20720.23,20806.97
2014/8/29,15818,○,オリックス,菊池,201,西武ドーム,2014,8,29,金,0.5,22.1,5,2,7,3,3,3,6,0,△,20720.23,22562.68
2014/8/30,28272,●,オリックス,野上,203,西武ドーム,2014,8,30,土,10.5,22.0,1,15,16,-14,5,2,7,3,○,20720.23,21898.1
2014/8/31,20244,○,オリックス,岸,198,西武ドーム,2014,8,31,日,0.0,22.4,6,5,11,1,1,15,16,-14,●,20720.23,21679.45
2014/9/2,12270,●,ロッテ,牧田,170,西武ドーム,2014,9,2,火,1.0,23.4,3,4,7,-1,6,5,11,1,○,20473.55,20570.03
2014/9/3,13504,●,ロッテ,その他,165,西武ドーム,2014,9,3,水,0.0,23.0,1,6,7,-5,3,4,7,-1,●,20473.55,21970.81
2014/9/4,12060,○,ロッテ,その他,165,西武ドーム,2014,9,4,木,0.0,23.0,4,1,5,3,1,6,7,-5,●,20473.55,22697.37
2014/9/13,25130,●,楽天,その他,222,西武ドーム,2014,9,13,土,0.0,21.1,3,8,11,-5,4,1,5,3,○,20473.55,19970.56
2014/9/14,33302,○,楽天,野上,165,西武ドーム,2014,9,14,日,0.0,21.4,11,2,13,9,3,8,11,-5,●,20473.55,20046.41
2014/9/15,24726,○,楽天,岸,203,西武ドーム,2014,9,15,月,0.0,21.2,9,1,10,8,11,2,13,9,○,20473.55,21160.21
2014/9/16,14497,○,日本ハム,菊池,197,西武ドーム,2014,9,16,火,0.0,23.1,6,0,6,6,9,1,10,8,○,20473.55,20196.04
2014/9/17,15007,●,日本ハム,その他,183,西武ドーム,2014,9,17,水,0.0,21.6,0,5,5,-5,6,0,6,6,○,20473.55,20806.97
2014/9/19,16328,○,ソフトバンク,牧田,192,西武ドーム,2014,9,19,金,0.0,19.2,6,3,9,3,0,5,5,-5,●,20473.55,19628.91
2014/9/20,26679,○,ソフトバンク,その他,269,西武ドーム,2014,9,20,土,0.0,17.7,6,5,11,1,6,3,9,3,○,20473.55,20765.17
2014/9/21,29431,●,ソフトバンク,野上,198,西武ドーム,2014,9,21,日,0.0,19.2,1,3,4,-2,6,5,11,1,○,20473.55,20805.45
2014/9/28,27991,●,楽天,その他,243,西武ドーム,2014,9,28,日,0.0,20.1,5,6,11,-1,1,3,4,-2,●,20473.55,20998.5
2014/10/2,28111,○,日本ハム,牧田,229,西武ドーム,2014,10,2,木,0.0,19.8,9,8,17,1,5,6,11,-1,●,16821.42,20570.03
2015/3/27,28210,○,オリックス,牧田,155,西武ドーム,2015,3,27,金,0.0,10.1,1,0,1,1,9,8,17,1,○,23307.61,21138.49
2015/3/28,24249,○,オリックス,野上,158,西武ドーム,2015,3,28,土,0.0,11.9,2,0,2,2,1,0,1,1,○,23307.61,20998.5
